id,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,arrival_date
14,Resort_Hotel,5,0,2,2,BB,IRL,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,135,parking,2,2015-07-02
15,Resort_Hotel,17,0,3,2,BB,ESP,Direct,Direct,0,0,0,F,F,0,No_Deposit,250,NULL,0,Transient,133,none,1,2015-07-02
16,Resort_Hotel,2,0,2,2,HB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,3,NULL,0,Transient,91.5,none,0,2015-07-03
17,Resort_Hotel,2,2,2,1,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,122,none,0,2015-07-03
18,Resort_Hotel,81,2,6,3,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,5,NULL,0,Transient,85.86,none,0,2015-07-03
19,Resort_Hotel,99,2,7,2,BB,FRA,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,40,NULL,0,Contract,58.95,none,0,2015-07-03
20,Resort_Hotel,324,4,10,2,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,40,NULL,0,Contract,134.73,none,0,2015-07-03
21,Resort_Hotel,9,0,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,98,parking,2,2015-07-03
22,Resort_Hotel,1,0,1,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,131,none,1,2015-07-03
23,Resort_Hotel,21,0,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,123,none,0,2015-07-03
24,Resort_Hotel,63,2,5,3,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,105,NULL,0,Transient,196.54,none,1,2015-07-03
25,Resort_Hotel,98,2,1,2,BB,FRA,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,8,NULL,0,Transient,71.55,parking,0,2015-07-04
26,Resort_Hotel,115,2,5,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,134,NULL,0,Transient,58.95,none,1,2015-07-04
27,Resort_Hotel,52,2,5,2,BB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,147,NULL,0,Transient,67.24,none,0,2015-07-04
28,Resort_Hotel,30,0,1,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,C,0,No_Deposit,8,NULL,0,Contract,79.5,none,0,2015-07-04
29,Resort_Hotel,32,0,1,4,FB,PRT,Complementary,Direct,0,0,0,H,H,2,No_Deposit,NULL,NULL,0,Transient,0,none,1,2015-07-04
30,Resort_Hotel,1,1,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,114.5,none,0,2015-07-04
31,Resort_Hotel,100,1,1,2,BB,FRA,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,73.8,none,2,2015-07-04
32,Resort_Hotel,100,1,1,2,BB,FRA,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient-Party,73.8,none,1,2015-07-04
33,Resort_Hotel,9,1,0,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,88.2,none,1,2015-07-05
34,Resort_Hotel,9,1,0,1,BB,DEU,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,184,NULL,0,Transient,89,none,0,2015-07-05
35,Resort_Hotel,97,2,2,2,BB,ESP,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,87.3,none,2,2015-07-05
36,Resort_Hotel,27,2,5,2,BB,ESP,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,175,NULL,0,Transient,98.4,none,0,2015-07-05
37,Resort_Hotel,82,4,6,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,5,NULL,0,Transient,63.6,parking,2,2015-07-05
38,Resort_Hotel,79,4,10,2,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,243,NULL,0,Contract,134.1,none,0,2015-07-05
39,Resort_Hotel,115,1,4,2,BB,PRT,Online_TA,TA/TO,0,0,0,G,G,1,No_Deposit,240,NULL,0,Transient,167,none,0,2015-07-06
40,Resort_Hotel,51,1,3,3,BB,USA,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,241,NULL,0,Transient,117.81,none,2,2015-07-06
41,Resort_Hotel,111,3,5,2,HB,PRT,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,151,none,1,2015-07-06
42,Resort_Hotel,97,3,7,2,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,156,NULL,0,Contract,91.37,none,2,2015-07-06
43,Resort_Hotel,80,3,8,1,BB,FRA,Direct,Direct,0,0,0,A,A,1,No_Deposit,NULL,NULL,0,Transient,73,none,0,2015-07-06
44,Resort_Hotel,111,4,10,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,40,NULL,0,Contract,93.6,none,0,2015-07-06
45,Resort_Hotel,65,2,5,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,127,NULL,0,Transient,83.5,none,0,2015-07-06
46,Resort_Hotel,55,0,3,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,82,parking,2,2015-07-07
47,Resort_Hotel,8,0,4,3,BB,ESP,Online_TA,TA/TO,0,0,0,H,H,2,No_Deposit,240,NULL,0,Transient,193,none,1,2015-07-07
48,Resort_Hotel,0,0,4,2,BB,NLD,Direct,Direct,0,0,0,A,A,2,No_Deposit,NULL,NULL,0,Transient,98,none,0,2015-07-07
49,Resort_Hotel,7,0,4,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,131,parking,2,2015-07-08
50,Resort_Hotel,17,0,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,C,C,0,No_Deposit,242,NULL,0,Transient,123,none,3,2015-07-09
51,Resort_Hotel,90,2,5,2,BB,FRA,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,6,NULL,0,Transient,90.95,none,0,2015-07-09
52,Resort_Hotel,90,2,5,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,143,NULL,0,Contract,119.25,none,0,2015-07-09
53,Resort_Hotel,366,2,5,2,HB,GBR,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,40,NULL,0,Contract,134.73,none,0,2015-07-09
54,Resort_Hotel,22,0,2,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,88.2,none,0,2015-07-10
55,Resort_Hotel,23,0,2,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,98,none,0,2015-07-10
56,Resort_Hotel,13,0,2,2,HB,PRT,Online_TA,TA/TO,0,0,0,G,G,2,No_Deposit,240,NULL,0,Transient,185,parking,1,2015-07-10
57,Resort_Hotel,30,2,2,2,FB,PRT,Direct,Direct,0,0,0,F,F,0,No_Deposit,NULL,NULL,0,Transient-Party,197,none,1,2015-07-10
58,Resort_Hotel,79,2,3,2,BB,POL,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,82,none,2,2015-07-10
59,Resort_Hotel,35,2,3,2,BB,EST,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,149.4,none,0,2015-07-10
60,Resort_Hotel,115,2,7,2,BB,IRL,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,120.6,none,2,2015-07-10
61,Resort_Hotel,86,3,7,2,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,112.2,none,0,2015-07-10
62,Resort_Hotel,41,4,7,2,BB,GBR,Online_TA,TA/TO,0,0,0,F,F,0,No_Deposit,241,NULL,0,Transient,110.6,none,0,2015-07-10
63,Resort_Hotel,33,2,2,2,BB,GBR,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,241,NULL,0,Transient,89.97,none,1,2015-07-11
64,Resort_Hotel,33,2,2,2,BB,CZE,Online_TA,TA/TO,0,0,0,E,E,1,No_Deposit,240,NULL,0,Transient,123,none,0,2015-07-11
65,Resort_Hotel,0,0,1,2,HB,DEU,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,240,NULL,0,Transient,144.9,none,1,2015-07-11
66,Resort_Hotel,79,2,6,2,HB,PRT,Direct,Direct,0,0,0,G,G,1,No_Deposit,250,NULL,0,Transient,213.75,none,0,2015-07-11
67,Resort_Hotel,32,4,6,2,HB,PRT,Online_TA,TA/TO,0,0,0,E,E,1,No_Deposit,240,NULL,0,Transient,178,parking,0,2015-07-11
68,Resort_Hotel,33,2,5,2,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,129.29,parking,0,2015-07-11
69,Resort_Hotel,48,2,5,2,BB,BRA,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,243,NULL,0,Transient,123,none,1,2015-07-12
70,Resort_Hotel,116,2,5,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,40,NULL,0,Contract,119.25,none,0,2015-07-12
71,Resort_Hotel,12,4,5,2,HB,FRA,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,148.3,parking,2,2015-07-12
72,Resort_Hotel,34,2,0,2,BB,BEL,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,193,none,1,2015-07-12
73,Resort_Hotel,13,2,0,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,88.2,none,0,2015-07-12
74,Resort_Hotel,50,2,3,2,BB,ESP,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,156,NULL,0,Contract,123,none,0,2015-07-12
75,Resort_Hotel,98,1,1,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient-Party,82,none,3,2015-07-13
76,Resort_Hotel,0,1,1,4,BB,PRT,Direct,Direct,0,0,0,L,H,0,No_Deposit,NULL,NULL,0,Transient,150,none,0,2015-07-13
77,Resort_Hotel,51,1,2,2,HB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,130,parking,0,2015-07-13
78,Resort_Hotel,58,1,2,2,HB,ESP,Direct,Direct,0,0,0,E,F,2,No_Deposit,250,NULL,0,Transient,165,parking,1,2015-07-13
79,Resort_Hotel,109,1,4,3,HB,PRT,Direct,Direct,0,0,0,E,E,0,No_Deposit,NULL,NULL,0,Transient,163.8,none,1,2015-07-13
80,Resort_Hotel,32,1,5,1,HB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,C,2,No_Deposit,300,NULL,0,Transient,153,none,0,2015-07-13
81,Resort_Hotel,118,2,5,2,FB,PRT,Direct,Direct,0,0,0,D,D,0,No_Deposit,250,NULL,0,Transient,184.6,none,1,2015-07-13
82,Resort_Hotel,41,3,6,2,BB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,147,NULL,0,Transient,83.09,none,2,2015-07-13
83,Resort_Hotel,0,0,4,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,240,NULL,0,Transient,111.15,none,1,2015-07-14
84,Resort_Hotel,49,0,5,2,BB,POL,Online_TA,TA/TO,0,0,0,E,F,1,No_Deposit,240,NULL,0,Transient,136.2,none,2,2015-07-14
85,Resort_Hotel,38,4,10,2,HB,SWE,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,109.9,none,2,2015-07-14
86,Resort_Hotel,37,2,6,2,BB,GBR,Online_TA,TA/TO,0,0,0,H,H,0,No_Deposit,240,NULL,0,Transient,216.13,parking,0,2015-07-15
87,Resort_Hotel,57,0,2,2,FB,PRT,Groups,Direct,0,0,0,A,C,0,No_Deposit,305,NULL,0,Transient-Party,107,none,0,2015-07-15
88,Resort_Hotel,57,0,2,2,FB,PRT,Groups,Direct,0,0,0,A,C,0,No_Deposit,305,NULL,0,Transient-Party,107,none,0,2015-07-15
89,Resort_Hotel,83,2,7,2,BB,GBR,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,190.33,none,1,2015-07-15
90,Resort_Hotel,57,0,2,2,FB,PRT,Groups,Direct,0,0,0,A,A,0,No_Deposit,305,NULL,0,Transient,107,none,0,2015-07-15
91,Resort_Hotel,57,0,2,1,FB,PRT,Groups,Direct,0,0,0,A,F,1,No_Deposit,305,NULL,0,Transient-Party,94,none,0,2015-07-15
92,Resort_Hotel,57,0,2,2,FB,PRT,Groups,Direct,0,0,0,A,C,0,No_Deposit,305,NULL,0,Transient-Party,98.75,none,0,2015-07-15
93,Resort_Hotel,57,0,2,1,FB,PRT,Groups,Direct,0,0,0,A,E,1,No_Deposit,305,NULL,0,Transient-Party,94,none,0,2015-07-15
94,Resort_Hotel,50,0,1,2,BB,FIN,Online_TA,TA/TO,0,0,0,F,F,0,No_Deposit,241,NULL,0,Transient,123.2,none,0,2015-07-16
95,Resort_Hotel,10,2,3,2,BB,IRL,Direct,Direct,0,0,0,D,D,0,No_Deposit,250,NULL,0,Transient-Party,150.2,none,1,2015-07-16
96,Resort_Hotel,10,2,3,1,BB,IRL,Direct,Direct,0,0,0,D,D,1,No_Deposit,250,NULL,0,Transient-Party,150.2,none,1,2015-07-16
97,Resort_Hotel,21,4,10,1,HB,PRT,Direct,Direct,0,0,0,E,E,1,No_Deposit,NULL,NULL,0,Transient,160,none,0,2015-07-16
98,Resort_Hotel,15,0,2,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,E,0,No_Deposit,240,NULL,0,Transient,120.6,none,1,2015-07-17
99,Resort_Hotel,53,2,3,1,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,152,NULL,0,Transient-Party,107,parking,0,2015-07-17
100,Resort_Hotel,53,2,3,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,152,NULL,0,Transient-Party,107,parking,0,2015-07-17
101,Resort_Hotel,24,2,3,3,BB,PRT,Direct,Direct,0,0,0,G,G,1,No_Deposit,NULL,NULL,0,Transient,195,none,1,2015-07-17
102,Resort_Hotel,90,2,5,2,HB,PRT,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,240,NULL,0,Transient,132.3,none,3,2015-07-17
103,Resort_Hotel,99,2,6,3,BB,FRA,Direct,Direct,0,0,0,H,H,0,No_Deposit,250,NULL,0,Transient,210,none,1,2015-07-17
104,Resort_Hotel,91,1,2,2,BB,BWA,Online_TA,TA/TO,0,0,0,A,A,3,No_Deposit,240,NULL,0,Transient,118.5,none,3,2015-07-17
105,Resort_Hotel,8,1,2,2,BB,GBR,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,126.3,none,2,2015-07-17
106,Resort_Hotel,44,2,2,2,BB,PRT,Direct,Direct,0,0,0,E,E,1,No_Deposit,250,NULL,0,Transient,145,none,0,2015-07-18
107,Resort_Hotel,59,2,3,2,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,8,NULL,0,Contract,132.5,none,0,2015-07-18
108,Resort_Hotel,28,2,3,2,BB,GBR,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,241,NULL,0,Transient,98.02,none,1,2015-07-18
109,Resort_Hotel,4,1,1,1,BB,PRT,Online_TA,TA/TO,0,0,0,G,G,0,No_Deposit,240,NULL,0,Transient,186.5,none,0,2015-07-18
110,Resort_Hotel,3,2,1,1,BB,CN,Direct,Direct,0,0,0,D,E,0,No_Deposit,NULL,NULL,0,Transient,95,none,1,2015-07-18
111,Resort_Hotel,44,2,5,2,HB,ESP,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,177,parking,0,2015-07-18
112,Resort_Hotel,95,2,5,2,FB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,5,NULL,0,Transient,153.73,parking,0,2015-07-18
113,Resort_Hotel,57,2,6,2,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,196,NULL,0,Transient,135,none,1,2015-07-18
114,Resort_Hotel,57,2,6,2,HB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,196,NULL,0,Transient,135,none,1,2015-07-18
115,Resort_Hotel,19,1,0,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,120.6,parking,1,2015-07-19
116,Resort_Hotel,104,2,5,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,115,NULL,0,Contract,123,none,1,2015-07-19
117,Resort_Hotel,29,4,6,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,C,C,0,No_Deposit,142,NULL,0,Contract,135.2,none,0,2015-07-19
118,Resort_Hotel,30,4,10,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,243,NULL,0,Transient,123,none,2,2015-07-19
119,Resort_Hotel,0,0,0,1,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,I,0,No_Deposit,5,NULL,0,Transient,0,none,0,2015-07-20
120,Resort_Hotel,82,2,5,2,HB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,152.43,none,3,2015-07-20
121,Resort_Hotel,62,2,5,2,HB,ESP,Online_TA,TA/TO,0,0,0,D,D,1,No_Deposit,240,NULL,0,Transient,167,none,1,2015-07-20
122,Resort_Hotel,28,2,5,2,FB,PRT,Offline_TA/TO,TA/TO,0,0,0,F,F,0,No_Deposit,15,NULL,0,Transient,192.5,none,1,2015-07-20
123,Resort_Hotel,39,3,7,2,HB,PRT,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,142,NULL,0,Transient,141.6,none,1,2015-07-20
124,Resort_Hotel,8,0,5,3,BB,PRT,Direct,Direct,0,0,0,G,G,1,No_Deposit,250,NULL,0,Transient,207,parking,0,2015-07-21
125,Resort_Hotel,89,1,5,3,BB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,250,NULL,0,Transient,163.33,parking,1,2015-07-21
126,Resort_Hotel,57,2,5,2,HB,IRL,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,151.86,none,0,2015-07-21
127,Resort_Hotel,108,2,6,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,112.05,none,1,2015-07-21
128,Resort_Hotel,28,2,7,2,BB,IRL,Direct,Direct,0,0,0,E,E,0,No_Deposit,250,NULL,0,Transient,160,none,1,2015-07-21
129,Resort_Hotel,73,0,0,2,BB,PRT,Online_TA,TA/TO,0,0,0,D,I,1,No_Deposit,240,NULL,0,Transient,0,none,1,2015-07-23
130,Resort_Hotel,3,0,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,D,E,0,No_Deposit,240,NULL,0,Transient,154,parking,1,2015-07-23
131,Resort_Hotel,0,0,1,2,BB,PRT,Direct,Direct,0,0,0,C,C,0,No_Deposit,250,NULL,0,Transient,134,none,0,2015-07-23
132,Resort_Hotel,34,2,6,3,HB,ROU,Offline_TA/TO,TA/TO,0,0,0,D,D,1,No_Deposit,171,NULL,0,Transient,217.05,parking,1,2015-07-23
133,Resort_Hotel,8,0,2,2,BB,BRA,Online_TA,TA/TO,0,0,0,D,F,0,No_Deposit,240,NULL,0,Transient-Party,173,none,2,2015-07-24
134,Resort_Hotel,39,0,2,2,BB,ESP,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,134,NULL,0,Transient,107,none,0,2015-07-24
135,Resort_Hotel,35,3,7,2,BB,GBR,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,95,NULL,0,Transient,132.5,none,0,2015-07-24
136,Resort_Hotel,30,0,0,2,HB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,0,none,0,2015-07-25
137,Resort_Hotel,51,2,1,2,HB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,142,NULL,0,Transient,118,none,0,2015-07-25
138,Resort_Hotel,94,2,3,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,134,parking,1,2015-07-25
139,Resort_Hotel,43,2,4,2,BB,IRL,Direct,Direct,0,0,0,A,A,0,No_Deposit,250,NULL,0,Transient,134,none,0,2015-07-25
140,Resort_Hotel,75,2,5,2,HB,PRT,Online_TA,TA/TO,0,0,0,D,D,1,No_Deposit,240,NULL,0,Transient,167,none,1,2015-07-25
141,Resort_Hotel,115,4,6,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,120.6,none,2,2015-07-25
142,Resort_Hotel,59,4,8,2,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,8,NULL,0,Contract,114.25,none,1,2015-07-25
143,Resort_Hotel,47,2,1,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,240,NULL,0,Transient,103.5,none,0,2015-07-26
144,Resort_Hotel,31,0,0,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,I,1,No_Deposit,241,NULL,0,Transient,0,none,0,2015-07-27
145,Resort_Hotel,59,1,1,2,BB,PRT,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,240,NULL,0,Transient,145,parking,0,2015-07-27
146,Resort_Hotel,48,1,2,2,BB,PRT,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,240,NULL,0,Transient,145,parking,0,2015-07-27
147,Resort_Hotel,51,1,2,2,BB,ESP,Direct,Direct,0,0,0,A,G,0,No_Deposit,250,NULL,0,Transient,115,none,0,2015-07-27
148,Resort_Hotel,96,1,2,2,HB,PRT,Online_TA,TA/TO,0,0,0,A,E,0,No_Deposit,240,NULL,0,Transient,166,parking,2,2015-07-27
149,Resort_Hotel,31,1,3,2,HB,ESP,Direct,Direct,0,0,0,A,C,0,No_Deposit,250,NULL,0,Transient,145,none,0,2015-07-27
150,Resort_Hotel,48,1,3,2,BB,PRT,Online_TA,TA/TO,0,0,0,A,C,1,No_Deposit,240,NULL,0,Transient,130,none,0,2015-07-27
151,Resort_Hotel,28,1,4,2,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,154,parking,0,2015-07-27
152,Resort_Hotel,76,2,5,2,BB,GBR,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,241,NULL,0,Transient,102.72,none,1,2015-07-27
153,Resort_Hotel,50,0,5,2,BB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,138.8,none,1,2015-07-28
154,Resort_Hotel,37,1,4,2,HB,PRT,Direct,Direct,0,0,0,A,D,0,No_Deposit,250,NULL,0,Transient,157,none,1,2015-07-29
155,Resort_Hotel,0,0,1,2,BB,PRT,Direct,Direct,0,0,0,H,H,0,No_Deposit,NULL,NULL,0,Transient,188,none,0,2015-07-29
156,Resort_Hotel,3,0,3,3,HB,PRT,Direct,Direct,0,0,0,G,G,0,No_Deposit,NULL,NULL,0,Transient,250.33,none,2,2015-07-30
157,Resort_Hotel,52,0,3,2,FB,ESP,Offline_TA/TO,TA/TO,0,0,0,C,C,0,No_Deposit,196,NULL,0,Transient,280.74,parking,0,2015-07-30
158,Resort_Hotel,46,0,0,2,HB,PRT,Online_TA,TA/TO,0,0,0,E,I,0,No_Deposit,240,NULL,0,Transient,0,parking,0,2015-07-31
159,Resort_Hotel,32,0,2,2,BB,PRT,Online_TA,TA/TO,0,0,0,H,H,0,No_Deposit,240,NULL,0,Transient,219.5,none,0,2015-07-31
160,Resort_Hotel,113,3,7,2,BB,IRL,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,40,NULL,0,Contract,119.25,none,0,2015-07-31
161,Resort_Hotel,3,2,5,2,BB,ESP,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,240,NULL,0,Transient,188.29,none,2,2015-08-01
162,Resort_Hotel,115,2,5,3,HB,PRT,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,5,NULL,0,Transient,195.5,parking,1,2015-08-02
163,Resort_Hotel,21,0,0,2,BB,PRT,Direct,Direct,0,0,0,C,F,0,No_Deposit,250,NULL,0,Transient,0,none,0,2015-08-03
